Day Number,Day of the Year,Date,"Air Temperature (24hr, K)",Air Temperature (24hr) strength,"Air Temperature (daytime, K)",Air Temperature (daytime) strength,"Relative Humidity (24hr, fraction)",Relative Humidity (24hr) strength,"Relative Humidity (daytime, fraction)",Relative Humidity (daytime) strength,"Pressure (24hr, kPa)",Pressure (24hr) strength,"Pressure (daytime, kPa)",Pressure (12hr) strength,"Soil Moisture (24hr, %)",Soil Moisture (24hr) strength,"Soil Moisture (daytime, %)",Soil Moisture (daytime) strength,"Net Radiation (24hr, W/m^2)",Net Radiation (24hr) strength,"Net Radiation (daytime, W/m^2)",Net Radiation (daytime) strength,"Ground Heat Flux (24hr, W/m^2)",Ground Heat Flux (24hr) strength,"Ground Heat Flux (daytime, W/m^2)",Ground Heat Flux (daytime) strength,"Latent Heat Flux (24hr, W/m^2)",Latent Heat Flux (24hr) strength,"Latent Heat Flux (daytime, W/m^2)",Latent Heat Flux (daytime) strength,"Sensible Heat Flux (24hr, W/m^2)",Sensible Heat Flux (24hr) strength,"Sensible Heat Flux (daytime, W/m^2)",Sensible Heat Flux (daytime) strength,Precipitation (m),Snowfall (m),Day Number,Day of the Year,Date
3258,336,02-Dec-01,11.965577,48,14.023008,25,0.787,48,0.699284,25,96.98925,48,97.01568,25,19.960425,48,19.979056,25,41.499727,48,123.095636,25,-4.770787,48,-20.741766,25,27.219462,47,62.766192,25,-16.005958,48,-39.5876,25,0,0,3258,336,37227
3259,337,03-Dec-01,14.289333,48,14.67028,25,0.986035,48,0.988408,25,96.769021,48,96.77604,25,19.597479,48,19.5716,25,5.713046,48,38.652244,25,-12.653029,48,-19.328962,25,-0.85029,48,13.130444,25,6.089744,48,-6.192628,25,0,0,3259,337,37228
3260,338,04-Dec-01,18.654625,48,19.45412,25,0.882144,48,0.8417,25,96.635792,48,96.66364,25,19.487688,48,19.492424,25,36.48029,48,92.423944,25,-23.018284,48,-29.83694,25,-0.19736,48,24.496584,25,-13.659467,48,-38.090396,25,0,0,3260,338,37229
3261,339,05-Dec-01,18.119521,48,20.30672,25,0.641421,48,0.587848,25,96.787396,48,96.78804,25,19.233087,48,19.218144,25,39.324796,48,99.124756,25,-6.144467,48,-15.645303,25,30.745248,48,50.126288,25,-2.434817,48,-33.352728,25,0,0,3261,339,37230
3262,340,06-Dec-01,10.889088,48,12.87128,25,0.595477,48,0.517492,25,96.928333,48,96.96104,25,19.201288,48,19.198912,25,-1.185467,48,43.167344,25,16.497484,48,3.193103,25,15.222911,46,30.610171,24,-12.251438,48,-28.6777,25,0,0,3262,340,37231
3263,341,07-Dec-01,8.148787,15,8.216533,3,0.800213,15,0.791933,3,96.3704,15,96.240667,3,19.35072,15,19.3904,3,-52.341267,15,-48.516667,3,26.193613,15,23.457,3,-4.316247,15,2.097367,3,21.8314,15,27.157,3,0,0,3263,341,37232
3264,342,08-Dec-01,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,9999,0,9999,0,-9999,0,-9999,0,0,0,3264,342,37233
3265,343,09-Dec-01,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,9999,0,9999,0,-9999,0,-9999,0,0,0,3265,343,37234
3266,344,10-Dec-01,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,9999,0,9999,0,-9999,0,-9999,0,0,0,3266,344,37235
3267,345,11-Dec-01,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,9999,0,9999,0,-9999,0,-9999,0,0.00635,0,3267,345,37236
3268,346,12-Dec-01,8.727493,42,9.679424,25,1.017002,42,1.01606,25,96.095357,42,96.0288,25,20.486524,42,20.470104,25,15.387545,42,31.761036,25,3.216012,42,-6.462373,25,12.747788,41,14.891021,24,-12.906131,42,-22.337908,25,0.001524,0,3268,346,37237
3269,347,13-Dec-01,3.888175,48,3.597348,25,1.014929,48,1.014896,25,96.463833,48,96.51912,25,20.304008,48,20.267464,25,3.42206,48,14.455984,25,16.601376,48,14.292316,25,11.952365,48,14.547168,25,-8.071094,48,-14.201204,25,0.000508,0,3269,347,37238
3270,348,14-Dec-01,4.079198,48,5.49442,25,0.815744,48,0.750744,25,96.108979,48,96.08012,25,20.43715,48,20.487696,25,47.505242,48,126.494032,25,17.751955,48,5.418552,25,31.613745,47,60.577208,24,-39.827033,48,-84.36628,25,0,0,3270,348,37239
3271,349,15-Dec-01,7.930373,48,8.483576,25,0.857596,48,0.816548,25,96.282271,48,96.32468,25,20.315992,48,20.28068,25,-1.077915,48,19.128456,25,6.639614,48,2.868366,25,10.262598,48,16.839104,25,4.70106,48,-5.15744,25,0.01016,0,3271,349,37240
3272,350,16-Dec-01,8.191633,48,8.800992,25,0.995819,48,1.020536,25,96.429021,48,96.40928,25,21.032987,48,21.371632,25,5.807802,48,13.477084,25,3.70451,48,-0.434393,25,9.866535,48,10.126132,25,0.354152,48,-2.916612,25,0.01016,0,3272,350,37241
3273,351,17-Dec-01,6.816644,48,8.101364,25,0.694077,48,0.596044,25,96.713271,48,96.79032,25,20.609583,48,20.594704,25,35.008183,48,112.63384,25,14.101646,48,1.845509,25,28.66191,48,56.777872,25,-20.447683,48,-57.70088,25,0,0,3273,351,37242
3274,352,18-Dec-01,4.567732,19,3.706286,7,0.832395,19,0.8548,7,96.294158,19,96.161429,7,20.602726,19,20.641286,7,-54.615684,19,-40.588,7,26.673789,19,27.153743,7,-2.509189,19,-7.2085,7,25.432989,19,6.225829,7,0,0,3274,352,37243
3275,353,19-Dec-01,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,9999,0,9999,0,-9999,0,-9999,0,0,0,3275,353,37244
3276,354,20-Dec-01,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,9999,0,9999,0,-9999,0,-9999,0,0,0,3276,354,37245
3277,355,21-Dec-01,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,9999,0,9999,0,-9999,0,-9999,0,0,0,3277,355,37246
3278,356,22-Dec-01,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,9999,0,9999,0,-9999,0,-9999,0,0,0,3278,356,37247
3279,357,23-Dec-01,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,9999,0,9999,0,-9999,0,-9999,0,0,0,3279,357,37248
3280,358,24-Dec-01,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,9999,0,9999,0,-9999,0,-9999,0,0,0,3280,358,37249
3281,359,25-Dec-01,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,9999,0,9999,0,-9999,0,-9999,0,0,0,3281,359,37250
3282,360,26-Dec-01,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,9999,0,9999,0,-9999,0,-9999,0,0,0,3282,360,37251
3283,361,27-Dec-01,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,9999,0,9999,0,-9999,0,-9999,0,0,0,3283,361,37252
3284,362,28-Dec-01,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,9999,0,9999,0,-9999,0,-9999,0,0,0,3284,362,37253
3285,363,29-Dec-01,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,9999,0,9999,0,-9999,0,-9999,0,0,0,3285,363,37254
3286,364,30-Dec-01,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,9999,0,9999,0,-9999,0,-9999,0,0.002032,0.00254,3286,364,37255
3287,365,31-Dec-01,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,9999,0,9999,0,-9999,0,-9999,0,0,0,3287,365,37256
3288,1,01-Jan-02,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,9999,0,9999,0,-9999,0,-9999,0,0,0,3288,1,37257
3289,2,02-Jan-02,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,9999,0,9999,0,-9999,0,-9999,0,0.000762,0,3289,2,37258
3290,3,03-Jan-02,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,9999,0,9999,0,-9999,0,-9999,0,0,0,3290,3,37259
3291,4,04-Jan-02,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,9999,0,9999,0,-9999,0,-9999,0,0.011938,0,3291,4,37260
3292,5,05-Jan-02,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,9999,0,9999,0,-9999,0,-9999,0,0,0,3292,5,37261
3293,6,06-Jan-02,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,9999,0,9999,0,-9999,0,-9999,0,0,0,3293,6,37262
3294,7,07-Jan-02,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,9999,0,9999,0,-9999,0,-9999,0,0,0,3294,7,37263
3295,8,08-Jan-02,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,9999,0,9999,0,-9999,0,-9999,0,0,0,3295,8,37264
3296,9,09-Jan-02,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,9999,0,9999,0,-9999,0,-9999,0,0,0,3296,9,37265
3297,10,10-Jan-02,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,9999,0,9999,0,-9999,0,-9999,0,0,0,3297,10,37266
3298,11,11-Jan-02,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,9999,0,9999,0,-9999,0,-9999,0,0,0,3298,11,37267
3299,12,12-Jan-02,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,9999,0,9999,0,-9999,0,-9999,0,0,0,3299,12,37268
3300,13,13-Jan-02,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,9999,0,9999,0,-9999,0,-9999,0,0,0,3300,13,37269
3301,14,14-Jan-02,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,9999,0,9999,0,-9999,0,-9999,0,0,0,3301,14,37270
3302,15,15-Jan-02,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,9999,0,9999,0,-9999,0,-9999,0,0,0,3302,15,37271
3303,16,16-Jan-02,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,9999,0,9999,0,-9999,0,-9999,0,0,0,3303,16,37272
3304,17,17-Jan-02,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,9999,0,9999,0,-9999,0,-9999,0,0,0,3304,17,37273
3305,18,18-Jan-02,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,9999,0,9999,0,-9999,0,-9999,0,0.003302,0,3305,18,37274
3306,19,19-Jan-02,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,9999,0,9999,0,-9999,0,-9999,0,0,0,3306,19,37275
3307,20,20-Jan-02,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,9999,0,9999,0,-9999,0,-9999,0,0,0,3307,20,37276
3308,21,21-Jan-02,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,9999,0,9999,0,-9999,0,-9999,0,0,0,3308,21,37277
3309,22,22-Jan-02,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,9999,0,9999,0,-9999,0,-9999,0,0,0,3309,22,37278
3310,23,23-Jan-02,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,9999,0,9999,0,-9999,0,-9999,0,0.009398,0,3310,23,37279
3311,24,24-Jan-02,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,9999,0,9999,0,-9999,0,-9999,0,0,0,3311,24,37280
3312,25,25-Jan-02,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,9999,0,9999,0,-9999,0,-9999,0,0,0,3312,25,37281
3313,26,26-Jan-02,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,9999,0,9999,0,-9999,0,-9999,0,0,0,3313,26,37282
3314,27,27-Jan-02,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,9999,0,9999,0,-9999,0,-9999,0,0,0,3314,27,37283
3315,28,28-Jan-02,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,9999,0,9999,0,-9999,0,-9999,0,0,0,3315,28,37284
3316,29,29-Jan-02,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,9999,0,9999,0,-9999,0,-9999,0,0.006604,0,3316,29,37285
3317,30,30-Jan-02,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,9999,0,9999,0,-9999,0,-9999,0,0.02921,0,3317,30,37286
3318,31,31-Jan-02,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,9999,0,9999,0,-9999,0,-9999,0,0,0,3318,31,37287
3319,32,01-Feb-02,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,9999,0,9999,0,-9999,0,-9999,0,0,0,3319,32,37288
3320,33,02-Feb-02,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,9999,0,9999,0,-9999,0,-9999,0,0,0,3320,33,37289
3321,34,03-Feb-02,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,9999,0,9999,0,-9999,0,-9999,0,0,0,3321,34,37290
3322,35,04-Feb-02,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,9999,0,9999,0,-9999,0,-9999,0,0.004826,0,3322,35,37291
3323,36,05-Feb-02,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,9999,0,9999,0,-9999,0,-9999,0,0.010668,0.00635,3323,36,37292
3324,37,06-Feb-02,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,9999,0,9999,0,-9999,0,-9999,0,0.000762,0,3324,37,37293
3325,38,07-Feb-02,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,9999,0,9999,0,-9999,0,-9999,0,0,0,3325,38,37294
3326,39,08-Feb-02,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,9999,0,9999,0,-9999,0,-9999,0,0,0,3326,39,37295
3327,40,09-Feb-02,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,9999,0,9999,0,-9999,0,-9999,0,0,0,3327,40,37296
3328,41,10-Feb-02,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,9999,0,9999,0,-9999,0,-9999,0,0,0,3328,41,37297
3329,42,11-Feb-02,8.446441,22,9.9966,11,0.300409,22,0.269473,11,97.082773,22,97.306545,11,20.591718,22,20.553691,11,71.297273,22,216.947909,11,-5.727217,22,-29.248531,11,26.560055,22,43.283555,11,-39.009864,22,-144.415545,11,0,0,3329,42,37298
3330,43,12-Feb-02,5.581121,48,7.02786,25,0.46114,48,0.441804,25,96.964083,48,96.98476,25,20.585267,48,20.593992,25,63.891417,48,184.5354,25,5.269947,48,-8.775822,25,20.070254,48,32.891708,25,-49.091352,48,-142.868276,25,0,0,3330,43,37299
3331,44,13-Feb-02,4.464652,48,6.28668,25,0.476596,48,0.415912,25,97.697063,48,97.84196,25,20.413233,48,20.413592,25,66.9134,48,182.144688,25,8.340313,48,-9.647604,25,16.340569,48,31.517984,25,-58.912869,48,-140.978388,25,0,0,3331,44,37300
3332,45,14-Feb-02,6.483988,48,7.812432,25,0.469085,48,0.436572,25,96.83925,48,96.79956,25,20.618325,48,20.68244,25,38.648533,48,118.394464,25,6.030326,48,-7.472165,25,18.328481,48,32.798852,25,-26.350167,48,-78.12304,25,0,0,3332,45,37301
3333,46,15-Feb-02,6.843002,48,7.707876,25,0.560456,48,0.527456,25,97.157063,48,97.35884,25,20.161563,48,20.07048,25,75.476708,48,182.28888,25,2.063502,48,-13.806539,25,19.270649,47,35.913976,25,-78.553735,48,-132.568168,25,0,0,3333,46,37302
3334,47,16-Feb-02,10.306879,48,12.522784,25,0.344156,48,0.318188,25,97.324979,48,97.36652,25,20.180017,48,20.206248,25,69.706921,48,184.859248,25,-0.477499,48,-24.135592,25,20.488542,48,37.548292,25,-48.740821,48,-123.175256,25,0,0,3334,47,37303
3335,48,17-Feb-02,11.034175,48,12.636372,25,0.359681,48,0.345816,25,96.913896,48,96.99316,25,20.089725,48,20.126208,25,54.53581,48,150.939436,25,-1.989259,48,-20.19912,25,20.896367,48,36.722244,25,-31.650435,48,-94.018516,25,0,0,3335,48,37304
3336,49,18-Feb-02,12.516294,48,12.954144,25,0.645833,48,0.65956,25,96.062625,48,96.07272,25,19.926504,48,19.959832,25,35.000588,48,105.920504,25,-10.4801,48,-19.434327,25,14.035158,48,23.112888,25,-10.485242,48,-63.373064,25,-9999,0,3336,49,37305
3337,50,19-Feb-02,13.780113,48,15.17232,25,0.727523,48,0.635808,25,95.611979,48,95.4694,25,19.818479,48,19.866152,25,93.513167,48,202.51678,25,-15.369432,48,-26.757725,25,46.039342,48,91.190224,25,-32.104662,48,-84.5694,25,0,0,3337,50,37306
3338,51,20-Feb-02,10.999802,48,12.865112,25,0.597392,48,0.541536,25,96.261604,48,96.29928,25,19.89675,48,19.892168,25,66.589479,48,174.29368,25,-1.28316,48,-21.557398,25,20.41231,48,39.456256,25,-44.893781,48,-113.27956,25,0,0,3338,51,37307
3339,52,21-Feb-02,9.424573,48,10.545052,25,0.577775,48,0.53492,25,97.160708,48,97.30956,25,19.744854,48,19.726496,25,56.320646,48,145.18612,25,2.742361,48,-10.66939,25,16.512477,48,30.012212,25,-42.550246,48,-104.503848,25,0,0,3339,52,37308
3340,53,22-Feb-02,7.324038,48,9.15496,25,0.558908,48,0.474496,25,97.3815,48,97.49236,25,19.865842,48,19.897816,25,75.458187,48,196.91816,25,2.233692,48,-20.409121,25,23.749572,47,45.058312,24,-56.27113,47,-140.128629,24,0,0,3340,53,37309
3341,54,23-Feb-02,12.489279,48,14.126156,25,0.415125,48,0.370476,25,96.414042,48,96.43064,25,19.863796,48,19.879592,25,62.609479,48,177.59924,25,-5.318975,48,-24.021447,25,21.181079,48,35.153028,25,-36.109758,48,-118.425296,25,0,0,3341,54,37310
3342,55,24-Feb-02,14.835181,48,18.0392,25,0.379669,48,0.290224,25,95.949896,48,95.8378,25,19.691479,48,19.756064,25,61.767581,48,176.755116,25,-5.657115,48,-21.935745,25,27.324683,48,46.000588,25,-28.785179,48,-108.817544,25,0,0,3342,55,37311
3343,56,25-Feb-02,1.441526,35,1.299096,23,0.713109,35,0.675109,23,96.724714,35,96.898,23,19.647857,35,19.708991,23,82.518311,35,155.004126,23,16.572113,35,9.156754,23,18.453986,35,27.952587,23,-80.636363,35,-136.208161,23,0,0,3343,56,37312
3344,57,26-Feb-02,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,9999,0,9999,0,-9999,0,-9999,0,0,0,3344,57,37313
3345,58,27-Feb-02,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,9999,0,9999,0,-9999,0,-9999,0,0,0,3345,58,37314
3346,59,28-Feb-02,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,9999,0,9999,0,-9999,0,-9999,0,0,0,3346,59,37315
3347,60,01-Mar-02,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,9999,0,9999,0,-9999,0,-9999,0,0.004318,0,3347,60,37316
3348,61,02-Mar-02,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,9999,0,9999,0,-9999,0,-9999,0,0,0,3348,61,37317
3349,62,03-Mar-02,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,9999,0,9999,0,-9999,0,-9999,0,0,0,3349,62,37318
3350,63,04-Mar-02,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,9999,0,9999,0,-9999,0,-9999,0,0,0,3350,63,37319
3351,64,05-Mar-02,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,9999,0,9999,0,-9999,0,-9999,0,0,0,3351,64,37320
3352,65,06-Mar-02,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,9999,0,9999,0,-9999,0,-9999,0,0,0,3352,65,37321
3353,66,07-Mar-02,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,9999,0,9999,0,-9999,0,-9999,0,0,0,3353,66,37322
3354,67,08-Mar-02,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,9999,0,9999,0,-9999,0,-9999,0,0,0,3354,67,37323
3355,68,09-Mar-02,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,9999,0,9999,0,-9999,0,-9999,0,0,0,3355,68,37324
3356,69,10-Mar-02,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,9999,0,9999,0,-9999,0,-9999,0,0,0,3356,69,37325
3357,70,11-Mar-02,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,9999,0,9999,0,-9999,0,-9999,0,0,0,3357,70,37326
3358,71,12-Mar-02,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,9999,0,9999,0,-9999,0,-9999,0,0,0,3358,71,37327
3359,72,13-Mar-02,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,9999,0,9999,0,-9999,0,-9999,0,0,0,3359,72,37328
3360,73,14-Mar-02,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,9999,0,9999,0,-9999,0,-9999,0,0,0,3360,73,37329
3361,74,15-Mar-02,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,9999,0,9999,0,-9999,0,-9999,0,0,0,3361,74,37330
3362,75,16-Mar-02,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,9999,0,9999,0,-9999,0,-9999,0,0,0,3362,75,37331
3363,76,17-Mar-02,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,9999,0,9999,0,-9999,0,-9999,0,0,0,3363,76,37332
3364,77,18-Mar-02,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,9999,0,9999,0,-9999,0,-9999,0,0.035814,0,3364,77,37333
